date,Month,Year,Region,Commodity,Tenklbs
3/31/2020,3,2020,Mexico-California,Onions Green,15
3/31/2020,3,2020,Mexico-California,Parsley,1
3/31/2020,3,2020,Mexico-California,Radishes,16
3/31/2020,3,2020,Mexico-California,Swiss Chard,0
3/31/2020,3,2020,Mexico-California,Strawberries,124
3/31/2020,3,2020,Mexico-NewMexico,Misc Tropical,3
3/31/2020,3,2020,Mexico-NewMexico,"Peppers, Other",4
3/31/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),0
3/31/2020,3,2020,Mexico-Texas,Carrots,8
3/31/2020,3,2020,Mexico-Texas,"Corn, Sweet",2
3/31/2020,3,2020,Mexico-Texas,Bananas,4
3/31/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),1
3/31/2020,3,2020,Mexico-Texas,Avocados,24
3/31/2020,3,2020,Mexico-Texas,Bananas,12
3/31/2020,3,2020,Mexico-Texas,Blackberries,30
3/31/2020,3,2020,Mexico-Texas,Blueberries,6
3/31/2020,3,2020,Mexico-Texas,Broccoli,22
3/31/2020,3,2020,Mexico-Texas,Cabbage,3
3/31/2020,3,2020,Mexico-Texas,Carrots,0
3/31/2020,3,2020,Mexico-Texas,Cauliflower,1
3/31/2020,3,2020,Mexico-Texas,Celery,8
3/31/2020,3,2020,Mexico-Texas,Cucumbers,32
3/31/2020,3,2020,Mexico-Texas,Eggplant,4
3/31/2020,3,2020,Mexico-Texas,"Lettuce, Iceberg",27
3/31/2020,3,2020,Mexico-Texas,"Lettuce, Other",24
3/31/2020,3,2020,Mexico-Texas,"Lettuce, Romaine",1
3/31/2020,3,2020,Mexico-Texas,Mushrooms,6
3/31/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",19
3/31/2020,3,2020,Mexico-Texas,"Peppers, Other",6
3/31/2020,3,2020,Mexico-Texas,Raspberries,35
3/31/2020,3,2020,Mexico-Texas,Tomatoes,160
3/31/2020,3,2020,Mexico-Texas,Avocados,120
3/31/2020,3,2020,Mexico-Texas,Bananas,53
3/31/2020,3,2020,Mexico-Texas,Beans,6
3/31/2020,3,2020,Mexico-Texas,Blackberries,13
3/31/2020,3,2020,Mexico-Texas,Blueberries,12
3/31/2020,3,2020,Mexico-Texas,Broccoli,37
3/31/2020,3,2020,Mexico-Texas,Brussels Sprouts,3
3/31/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),1
3/31/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/31/2020,3,2020,Mexico-Texas,Carrots,38
3/31/2020,3,2020,Mexico-Texas,Cauliflower,1
3/31/2020,3,2020,Mexico-Texas,Celery,5
3/31/2020,3,2020,Mexico-Texas,Chinese Cabbage,16
3/31/2020,3,2020,Mexico-Texas,Cucumbers,45
3/31/2020,3,2020,Mexico-Texas,Eggplant,2
3/31/2020,3,2020,Mexico-Texas,Guava,7
3/31/2020,3,2020,Mexico-Texas,"Lettuce, Iceberg",1
3/31/2020,3,2020,Mexico-Texas,Limes,52
3/31/2020,3,2020,Mexico-Texas,Misc Herbs,3
3/31/2020,3,2020,Mexico-Texas,Misc Tropical,42
3/31/2020,3,2020,Mexico-Texas,Mustard,0
3/31/2020,3,2020,Mexico-Texas,Okra,6
3/31/2020,3,2020,Mexico-Texas,Onions Dry,26
3/31/2020,3,2020,Mexico-Texas,Oranges,16
3/31/2020,3,2020,Mexico-Texas,Papaya,20
3/31/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",61
3/31/2020,3,2020,Mexico-Texas,"Peppers, Other",16
3/31/2020,3,2020,Mexico-Texas,Pineapples,8
3/31/2020,3,2020,Mexico-Texas,Radishes,0
3/31/2020,3,2020,Mexico-Texas,Raspberries,30
3/31/2020,3,2020,Mexico-Texas,Squash,4
3/31/2020,3,2020,Mexico-Texas,Strawberries,41
3/31/2020,3,2020,Mexico-Texas,Tomatoes,87
3/31/2020,3,2020,Mexico-Texas,"Tomatoes, Cherry",4
3/31/2020,3,2020,Mexico-Texas,"Tomatoes, Grape Type",4
3/31/2020,3,2020,Mexico-Texas,"Tomatoes, Plum Type",65
3/31/2020,3,2020,Mexico-Texas,Watermelons,76
3/31/2020,3,2020,Mexico-Texas,Cucumbers,16
3/31/2020,3,2020,Mexico-Texas,Onions Dry,205
3/31/2020,3,2020,Mexico-Texas,Watermelons,173
3/31/2020,3,2020,Mexico-Texas,Beans,0
3/31/2020,3,2020,Mexico-Texas,Beets,0
3/31/2020,3,2020,Mexico-Texas,Broccoli,0
3/31/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),3
3/31/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/31/2020,3,2020,Mexico-Texas,Carrots,3
3/31/2020,3,2020,Mexico-Texas,Cauliflower,0
3/31/2020,3,2020,Mexico-Texas,Cucumbers,0
3/31/2020,3,2020,Mexico-Texas,Huauzontle,0
3/31/2020,3,2020,Mexico-Texas,Lamb's Quarters (quilete),0
3/31/2020,3,2020,Mexico-Texas,Misc Herbs,2
3/31/2020,3,2020,Mexico-Texas,Misc Tropical,6
3/31/2020,3,2020,Mexico-Texas,Onions Dry,13
3/31/2020,3,2020,Mexico-Texas,Onions Green,1
3/31/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",0
3/31/2020,3,2020,Mexico-Texas,"Peppers, Other",9
3/31/2020,3,2020,Mexico-Texas,Radishes,1
3/31/2020,3,2020,Mexico-Texas,Squash,1
3/31/2020,3,2020,Mexico-Texas,Swiss Chard,0
3/31/2020,3,2020,Mexico-Texas,Watermelons,15
3/31/2020,3,2020,Mexico-Texas,Broccoli,1
3/31/2020,3,2020,Mexico-Texas,Cabbage,2
3/31/2020,3,2020,Mexico-Texas,Cauliflower,2
3/31/2020,3,2020,Mexico-Texas,Chinese Cabbage,2
3/31/2020,3,2020,Mexico-Texas,Kale Greens,0
3/31/2020,3,2020,Mexico-Texas,Kohlrabi,0
3/31/2020,3,2020,Mexico-Texas,Misc Asian,17
3/31/2020,3,2020,Mexico-Texas,Misc Asian Vegetables,0
3/31/2020,3,2020,Mexico-Texas,Misc Herbs,0
3/31/2020,3,2020,Mexico-Texas,Misc Tropical,1
3/31/2020,3,2020,Mexico-Texas,Onions Green,0
3/31/2020,3,2020,Mexico-Texas,"Peppers, Other",0
3/31/2020,3,2020,Mexico-Texas,Tomatoes,1
3/31/2020,3,2020,Mexico-Texas,"Tomatoes, Plum Type",4
3/31/2020,3,2020,Mexico-Texas,Garlic,8
3/31/2020,3,2020,Mexico-Texas,Grapes,5
3/31/2020,3,2020,Mexico-Texas,Mangoes,94
3/31/2020,3,2020,Mexico-Texas,Garlic,0
3/31/2020,3,2020,Midatlantic,Apples,27
3/31/2020,3,2020,Other,Potatoes,57
3/31/2020,3,2020,Other,Potatoes,128
3/31/2020,3,2020,PNW,Onions Dry,145
3/31/2020,3,2020,PNW,Potatoes,1185
3/31/2020,3,2020,Texas,Kale Greens,2
3/31/2020,3,2020,Texas,Kohlrabi,0
3/31/2020,3,2020,Texas,Misc Asian,1
3/31/2020,3,2020,Texas,Misc Herbs,9
3/31/2020,3,2020,Texas,Mustard,1
3/31/2020,3,2020,Texas,Parsley,1
3/31/2020,3,2020,Texas,Radishes,1
3/31/2020,3,2020,Texas,Spinach,1
3/31/2020,3,2020,Texas,Swiss Chard,2
3/31/2020,3,2020,Texas,Turnip Tops Greens,1
3/31/2020,3,2020,Texas,Cabbage,3
3/31/2020,3,2020,Texas,Onions Dry,354
3/31/2020,3,2020,Arizona,Broccoli,5
3/31/2020,3,2020,Arizona,Cabbage,4
3/31/2020,3,2020,Arizona,Cauliflower,2
3/31/2020,3,2020,Arizona,Kale Greens,0
3/31/2020,3,2020,Arizona,"Lettuce, Iceberg",5
3/31/2020,3,2020,Arizona,Broccoli,29
3/31/2020,3,2020,Arizona,Cabbage,45
3/31/2020,3,2020,Arizona,Cauliflower,43
3/31/2020,3,2020,Arizona,Celery,77
3/31/2020,3,2020,Arizona,Endive,0
3/31/2020,3,2020,Arizona,Escarole,1
3/31/2020,3,2020,Arizona,Kale Greens,5
3/31/2020,3,2020,Arizona,"Lettuce, Boston",3
3/31/2020,3,2020,Arizona,"Lettuce, Green Leaf",25
3/31/2020,3,2020,Arizona,"Lettuce, Iceberg",180
3/31/2020,3,2020,Arizona,"Lettuce, Processed",536
3/30/2020,3,2020,PNW,Onions Dry,588
3/30/2020,3,2020,PNW,Potatoes,214
3/30/2020,3,2020,Texas,Beets,3
3/30/2020,3,2020,Texas,Cabbage,47
3/30/2020,3,2020,Texas,Collard Greens,1
3/30/2020,3,2020,Texas,Dandelion Greens,1
3/30/2020,3,2020,Texas,Kale Greens,6
3/30/2020,3,2020,Texas,Kohlrabi,0
3/30/2020,3,2020,Texas,Misc Asian,1
3/30/2020,3,2020,Texas,Misc Herbs,10
3/30/2020,3,2020,Texas,Mustard,1
3/30/2020,3,2020,Texas,Parsley,2
3/30/2020,3,2020,Texas,Radishes,0
3/30/2020,3,2020,Texas,Spinach,1
3/30/2020,3,2020,Texas,Swiss Chard,1
3/30/2020,3,2020,Texas,Turnip Tops Greens,1
3/30/2020,3,2020,Texas,Onions Dry,418
3/30/2020,3,2020,Texas,Cabbage,14
3/30/2020,3,2020,Arizona,Broccoli,2
3/30/2020,3,2020,Arizona,Cabbage,6
3/30/2020,3,2020,Arizona,Cauliflower,1
3/30/2020,3,2020,Arizona,Kale Greens,0
3/30/2020,3,2020,Arizona,"Lettuce, Iceberg",0
3/30/2020,3,2020,Arizona,Broccoli,21
3/30/2020,3,2020,Arizona,Cabbage,39
3/30/2020,3,2020,Arizona,Cauliflower,36
3/30/2020,3,2020,Arizona,Celery,52
3/30/2020,3,2020,Arizona,Chinese Cabbage,2
3/30/2020,3,2020,Arizona,Endive,0
3/30/2020,3,2020,Arizona,Kale Greens,5
3/30/2020,3,2020,Arizona,"Lettuce, Boston",5
3/30/2020,3,2020,Arizona,"Lettuce, Green Leaf",40
3/30/2020,3,2020,Arizona,"Lettuce, Iceberg",198
3/30/2020,3,2020,Arizona,"Lettuce, Processed",114
3/30/2020,3,2020,Arizona,"Lettuce, Red Leaf",5
3/30/2020,3,2020,California,"Lettuce, Romaine",44
3/30/2020,3,2020,California,Artichokes,1
3/30/2020,3,2020,California,Broccoli,11
3/30/2020,3,2020,California,Cauliflower,25
3/30/2020,3,2020,California,Celery,30
3/30/2020,3,2020,California,"Lettuce, Boston",0
3/30/2020,3,2020,California,"Lettuce, Green Leaf",6
3/30/2020,3,2020,California,"Lettuce, Red Leaf",2
3/30/2020,3,2020,California,"Lettuce, Romaine",35
3/30/2020,3,2020,California,Spinach,9
3/30/2020,3,2020,California,Artichokes,3
3/30/2020,3,2020,California,Brussels Sprouts,1
3/30/2020,3,2020,California,Cabbage,22
3/30/2020,3,2020,California,Celery,333
3/30/2020,3,2020,California,Chinese Cabbage,0
3/30/2020,3,2020,California,Endive,0
3/30/2020,3,2020,California,Escarole,0
3/30/2020,3,2020,California,Kale Greens,5
3/30/2020,3,2020,California,"Lettuce, Green Leaf",2
3/30/2020,3,2020,California,"Lettuce, Iceberg",8
3/30/2020,3,2020,California,"Lettuce, Red Leaf",2
3/30/2020,3,2020,California,"Lettuce, Romaine",9
3/30/2020,3,2020,California,Parsley,3
3/30/2020,3,2020,California,Radishes,18
3/30/2020,3,2020,California,Spinach,2
3/30/2020,3,2020,California,Strawberries,334
3/30/2020,3,2020,California,Broccoli,14
3/30/2020,3,2020,California,Endive,0
3/30/2020,3,2020,California,Escarole,0
3/30/2020,3,2020,California,"Lettuce, Boston",1
3/30/2020,3,2020,California,"Lettuce, Green Leaf",6
3/30/2020,3,2020,California,"Lettuce, Iceberg",333
3/30/2020,3,2020,California,"Lettuce, Red Leaf",3
3/30/2020,3,2020,California,"Lettuce, Romaine",75
3/30/2020,3,2020,California,Artichokes,16
3/30/2020,3,2020,California,Broccoli,95
3/30/2020,3,2020,California,Cauliflower,72
3/30/2020,3,2020,California,Endive,0
3/30/2020,3,2020,California,Escarole,0
3/30/2020,3,2020,California,"Lettuce, Boston",1
3/30/2020,3,2020,California,"Lettuce, Green Leaf",10
3/30/2020,3,2020,California,"Lettuce, Iceberg",28
3/30/2020,3,2020,California,"Lettuce, Red Leaf",4
3/30/2020,3,2020,California,"Lettuce, Romaine",211
3/30/2020,3,2020,California,Misc Asian,0
3/30/2020,3,2020,California,Spinach,1
3/30/2020,3,2020,California,Strawberries,12
3/30/2020,3,2020,California,Blueberries,1
3/30/2020,3,2020,California,Broccoli,53
3/30/2020,3,2020,California,Cauliflower,57
3/30/2020,3,2020,California,Chinese Cabbage,13
3/30/2020,3,2020,California,"Lettuce, Boston",0
3/30/2020,3,2020,California,"Lettuce, Green Leaf",3
3/30/2020,3,2020,California,"Lettuce, Iceberg",57
3/30/2020,3,2020,California,"Lettuce, Red Leaf",1
3/30/2020,3,2020,California,"Lettuce, Romaine",48
3/30/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",63
3/30/2020,3,2020,Mexico-Texas,"Peppers, Other",24
3/30/2020,3,2020,Mexico-Texas,Pineapples,63
3/30/2020,3,2020,Mexico-Texas,Plantains,8
3/30/2020,3,2020,Mexico-Texas,Radishes,1
3/30/2020,3,2020,Mexico-Texas,Rape Greens,1
3/30/2020,3,2020,Mexico-Texas,Raspberries,35
3/30/2020,3,2020,Mexico-Texas,Spinach,1
3/30/2020,3,2020,Mexico-Texas,Squash,20
3/30/2020,3,2020,Mexico-Texas,Strawberries,40
3/30/2020,3,2020,Mexico-Texas,Tomatoes,141
3/30/2020,3,2020,Mexico-Texas,"Tomatoes, Cherry",3
3/30/2020,3,2020,Mexico-Texas,"Tomatoes, Grape Type",16
3/30/2020,3,2020,Mexico-Texas,"Tomatoes, Plum Type",104
3/30/2020,3,2020,Mexico-Texas,Watermelons,62
3/30/2020,3,2020,Mexico-Texas,Cucumbers,84
3/30/2020,3,2020,Mexico-Texas,Limes,56
3/30/2020,3,2020,Mexico-Texas,Misc Tropical,0
3/30/2020,3,2020,Mexico-Texas,Onions Dry,276
3/30/2020,3,2020,Mexico-Texas,Pineapples,6
3/30/2020,3,2020,Mexico-Texas,Watermelons,377
3/30/2020,3,2020,Mexico-Texas,Bananas,1
3/30/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),6
3/30/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/30/2020,3,2020,Mexico-Texas,Chinese Cabbage,3
3/30/2020,3,2020,Mexico-Texas,Cucumbers,0
3/30/2020,3,2020,Mexico-Texas,Eggplant,2
3/30/2020,3,2020,Mexico-Texas,Huauzontle,0
3/30/2020,3,2020,Mexico-Texas,Lamb's Quarters (quilete),0
3/30/2020,3,2020,Mexico-Texas,"Lettuce, Other",0
3/30/2020,3,2020,Mexico-Texas,Limes,5
3/30/2020,3,2020,Mexico-Texas,Misc Asian,2
3/30/2020,3,2020,Mexico-Texas,Misc Herbs,0
3/30/2020,3,2020,Mexico-Texas,Misc Tropical,4
3/30/2020,3,2020,Mexico-Texas,Onions Dry,26
3/30/2020,3,2020,Mexico-Texas,Onions Green,0
3/30/2020,3,2020,Mexico-Texas,"Peppers, Other",3
3/30/2020,3,2020,Mexico-Texas,Pineapples,0
3/30/2020,3,2020,Mexico-Texas,Plantains,1
3/30/2020,3,2020,Mexico-Texas,Radishes,0
3/30/2020,3,2020,Mexico-Texas,Spinach,0
3/30/2020,3,2020,Mexico-Texas,Squash,1
3/30/2020,3,2020,Mexico-Texas,Tomatoes,5
3/30/2020,3,2020,Mexico-Texas,Watermelons,57
3/30/2020,3,2020,Mexico-Texas,Beets,0
3/30/2020,3,2020,Mexico-Texas,Broccoli,1
3/30/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),2
3/30/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/30/2020,3,2020,Mexico-Texas,Carrots,5
3/30/2020,3,2020,Mexico-Texas,Cauliflower,1
3/30/2020,3,2020,Mexico-Texas,Chinese Cabbage,3
3/30/2020,3,2020,Mexico-Texas,"Corn, Sweet",5
3/30/2020,3,2020,Mexico-Texas,Kohlrabi,0
3/30/2020,3,2020,Mexico-Texas,Misc Asian,12
3/30/2020,3,2020,Mexico-Texas,Misc Asian Vegetables,1
3/30/2020,3,2020,Mexico-Texas,Misc Herbs,4
3/30/2020,3,2020,Mexico-Texas,Misc Tropical,1
3/30/2020,3,2020,Mexico-Texas,Onions Green,0
3/30/2020,3,2020,Mexico-Texas,"Peppers, Other",5
3/30/2020,3,2020,Mexico-Texas,Plantains,5
3/30/2020,3,2020,Mexico-Texas,Radishes,0
3/30/2020,3,2020,Mexico-Texas,Squash,4
3/30/2020,3,2020,Mexico-Texas,Tomatoes,5
3/30/2020,3,2020,Mexico-Texas,"Tomatoes, Plum Type",25
3/30/2020,3,2020,Mexico-Texas,Garlic,8
3/30/2020,3,2020,Mexico-Texas,Grapes,17
3/30/2020,3,2020,Mexico-Texas,Mangoes,289
3/30/2020,3,2020,Midatlantic,Apples,42
3/30/2020,3,2020,Other,Potatoes,25
3/30/2020,3,2020,Arizona,"Lettuce, Romaine",260
3/30/2020,3,2020,Arizona,Parsley,2
3/30/2020,3,2020,Arizona,Spinach,28
3/30/2020,3,2020,Arizona,Swiss Chard,0
3/30/2020,3,2020,Arizona,Misc Herbs,0
3/30/2020,3,2020,Arizona,Misc Herbs,4
3/30/2020,3,2020,California,Carrots,271
3/30/2020,3,2020,California,Blackberries,0
3/30/2020,3,2020,California,Brussels Sprouts,1
3/30/2020,3,2020,California,Onions Green,1
3/30/2020,3,2020,California,Blackberries,0
3/30/2020,3,2020,California,Brussels Sprouts,9
3/30/2020,3,2020,California,Cabbage,10
3/30/2020,3,2020,California,Celery,64
3/30/2020,3,2020,California,Kale Greens,1
3/30/2020,3,2020,California,Artichokes,1
3/30/2020,3,2020,California,Broccoli,2
3/30/2020,3,2020,California,Brussels Sprouts,3
3/30/2020,3,2020,California,Cabbage,5
3/30/2020,3,2020,California,Cauliflower,1
3/30/2020,3,2020,California,"Lettuce, Boston",0
3/30/2020,3,2020,California,"Lettuce, Green Leaf",3
3/30/2020,3,2020,California,"Lettuce, Iceberg",41
